CustomerTenure,TotalRevenue,OrderFrequency,TotalProductSubCategories,MostPurchasedCategory,AvgDaysBetweenOrders,RecencyRatio,ChurnLabel,Cluster,ClusterLabel
104,4.5490230253650905,1.3862943611198906,2,0,40.0,0.4542552722775964,0,4,Frequent Low Spenders
180,4.995453972100592,1.3862943611198906,4,0,41.0,1.2209018664263769,0,4,Frequent Low Spenders
290,5.320372357328868,1.3862943611198906,3,0,105.0,0.566395474920369,0,4,Frequent Low Spenders
142,4.406231323370699,0.6931471805599453,3,2,0.0,5.828945617610208,0,0,Dormant Customers
339,4.330470147759479,0.6931471805599453,2,0,0.0,5.828945617610208,1,0,Dormant Customers
30,1.790091412127358,0.6931471805599453,1,0,0.0,5.828945617610208,0,0,Dormant Customers
39,4.867303654593497,0.6931471805599453,4,0,0.0,5.828945617610208,0,0,Dormant Customers
148,4.510529781833971,0.6931471805599453,3,2,0.0,5.828945617610208,0,0,Dormant Customers
78,4.675255793554779,1.0986122886681098,2,0,61.0,0.2458349625161522,0,4,Frequent Low Spenders
114,3.7130841428107537,0.6931471805599453,2,0,0.0,5.828945617610208,0,0,Dormant Customers
327,5.062215214069435,1.0986122886681098,4,2,89.0,1.3013238011648995,1,4,Frequent Low Spenders
86,3.9116229254068062,0.6931471805599453,2,0,0.0,5.828945617610208,0,0,Dormant Customers
291,3.767690634538226,0.6931471805599453,1,0,0.0,5.828945617610208,1,0,Dormant Customers
975,8.807708247178624,1.3862943611198906,5,1,427.0,0.2476647891926765,0,1,Loyal Customers
47,4.126327608075152,0.6931471805599453,3,0,0.0,5.828945617610208,0,0,Dormant Customers
206,4.381776603418673,0.6931471805599453,2,2,0.0,5.828945617610208,1,0,Dormant Customers
977,8.683593677915267,1.0986122886681098,4,1,872.0,0.1136972281331808,0,1,Loyal Customers
685,8.007041507168651,1.0986122886681098,4,1,570.0,0.1837824774328703,0,1,Loyal Customers
997,8.81441511444608,1.3862943611198906,6,1,441.0,0.229923238299156,0,1,Loyal Customers
345,3.767690634538226,0.6931471805599453,1,0,0.0,5.828945617610208,1,0,Dormant Customers
358,4.57409223041723,0.6931471805599453,4,0,0.0,5.828945617610208,1,0,Dormant Customers
992,8.678725134002635,1.0986122886681098,3,1,900.0,0.0973283439603604,0,1,Loyal Customers
144,3.2577118486533987,0.6931471805599453,1,0,0.0,5.828945617610208,0,0,Dormant Customers
350,3.6451887654892032,0.6931471805599453,1,0,0.0,5.828945617610208,1,0,Dormant Customers
650,7.995317574056242,1.0986122886681098,3,1,557.0,0.1544071229620495,0,1,Loyal Customers
867,8.389075688635796,1.0986122886681098,3,1,725.0,0.1788673219254345,0,1,Loyal Customers
110,3.7133281345162463,0.6931471805599453,1,0,0.0,5.828945617610208,0,0,Dormant Customers
307,4.290048397777529,0.6931471805599453,2,0,0.0,5.828945617610208,1,0,Dormant Customers
984,8.804113473779616,1.3862943611198906,5,1,434.0,0.2368737441254935,0,1,Loyal Customers
870,8.773804013453137,1.3862943611198906,4,1,407.0,0.1267517056390248,0,1,Loyal Customers
646,8.5917958983114,1.3862943611198906,6,1,307.0,0.0991523597929846,0,1,Loyal Customers
117,3.4741380060638702,0.6931471805599453,1,0,0.0,5.828945617610208,0,0,Dormant Customers
659,8.575699807134582,1.3862943611198906,4,1,304.0,0.1522692117271007,0,1,Loyal Customers
321,4.744584241770769,1.0986122886681098,3,0,57.0,1.728389855295391,1,4,Frequent Low Spenders
328,4.17392562489244,0.6931471805599453,2,0,0.0,5.828945617610208,1,0,Dormant Customers
661,8.614911378732842,1.3862943611198906,8,1,312.0,0.1091992919644402,0,1,Loyal Customers
990,8.682970307255498,1.0986122886681098,3,1,895.0,0.1008812248531944,0,1,Loyal Customers
47,1.790091412127358,0.6931471805599453,1,0,0.0,5.828945617610208,0,0,Dormant Customers
912,7.292737504472926,1.0986122886681098,2,1,735.0,0.2157694908610012,0,1,Loyal Customers
314,4.483793199821491,1.3862943611198906,2,0,46.0,1.7623455840216349,1,4,Frequent Low Spenders
253,4.799173247555884,1.3862943611198906,3,0,118.0,0.1345901539726165,0,4,Frequent Low Spenders
316,5.767789604630494,1.3862943611198906,5,0,133.0,0.3191370246196234,0,4,Frequent Low Spenders
918,7.302879234542949,1.0986122886681098,3,1,758.0,0.1915140049779118,0,1,Loyal Customers
935,7.355045526292644,1.0986122886681098,4,1,767.0,0.1980597279213901,0,1,Loyal Customers
919,7.355045526292644,1.0986122886681098,4,1,761.0,0.1886527644937302,0,1,Loyal Customers
199,1.790091412127358,0.6931471805599453,1,0,0.0,5.828945617610208,1,0,Dormant Customers
886,7.85905332162166,1.0986122886681098,3,1,854.0,0.0367857568162063,0,1,Loyal Customers
887,7.798144730120775,1.0986122886681098,2,1,836.0,0.0592163692239398,0,1,Loyal Customers
908,7.804283288363905,1.0986122886681098,2,1,853.0,0.0624848311090855,0,1,Loyal Customers
911,7.525951624586978,1.0986122886681098,2,1,574.0,0.461913500940214,1,1,Loyal Customers
906,7.525951624586978,1.0986122886681098,2,1,572.0,0.4599003146631285,1,1,Loyal Customers
906,7.525951624586978,1.0986122886681098,2,1,590.0,0.428916769142574,1,1,Loyal Customers
333,4.4599131733309525,0.6931471805599453,2,0,0.0,5.828945617610208,1,0,Dormant Customers
888,7.536138953097215,1.0986122886681098,2,1,629.0,0.3448404862914795,1,1,Loyal Customers
870,7.316267872120451,1.0986122886681098,3,1,720.0,0.1892419996382525,0,1,Loyal Customers
858,7.314465078806742,1.0986122886681098,3,1,724.0,0.1698127071020967,0,1,Loyal Customers
881,7.335997801004289,1.0986122886681098,4,1,735.0,0.1811871267230818,0,1,Loyal Customers
867,7.371217686004791,1.0986122886681098,4,1,736.0,0.1638088580510012,0,1,Loyal Customers
164,2.1138429683971687,0.6931471805599453,1,0,0.0,5.828945617610208,0,0,Dormant Customers
206,4.181592022453,0.6931471805599453,3,0,0.0,5.828945617610208,1,0,Dormant Customers
881,7.317782099972415,1.0986122886681098,3,1,752.0,0.1583213019859219,0,1,Loyal Customers
184,6.806231836777749,0.6931471805599453,4,1,0.0,5.828945617610208,1,2,At Risk High Spenders
875,7.371217686004791,1.0986122886681098,4,1,738.0,0.1702800617566665,0,1,Loyal Customers
866,7.316267872120451,1.0986122886681098,3,1,744.0,0.1518438737287797,0,1,Loyal Customers
181,4.836202538722539,0.6931471805599453,2,0,0.0,5.828945617610208,1,0,Dormant Customers
318,4.604770105966751,0.6931471805599453,4,0,0.0,5.828945617610208,1,0,Dormant Customers
866,7.386506907659321,1.0986122886681098,5,1,738.0,0.1599410839616693,0,1,Loyal Customers
212,2.1138429683971687,0.6931471805599453,1,0,0.0,5.828945617610208,1,0,Dormant Customers
823,7.332413809250866,1.0986122886681098,4,1,693.0,0.1719262014870086,0,1,Loyal Customers
850,7.292737504472926,1.0986122886681098,2,1,723.0,0.1618271273250739,0,1,Loyal Customers
846,7.314465078806742,1.0986122886681098,3,1,720.0,0.1612681475961222,0,1,Loyal Customers
828,7.373730931811957,1.0986122886681098,4,1,706.0,0.159397916891247,0,1,Loyal Customers
825,7.371217686004791,1.0986122886681098,4,1,678.0,0.1962360983942563,0,1,Loyal Customers
833,7.33926376178739,1.0986122886681098,3,1,691.0,0.1868938183983444,0,1,Loyal Customers
269,3.7130841428107537,0.6931471805599453,2,0,0.0,5.828945617610208,1,0,Dormant Customers
17,2.1138429683971687,0.6931471805599453,1,0,0.0,5.828945617610208,0,0,Dormant Customers
237,5.125510402122668,1.3862943611198906,4,0,95.0,0.4019501660005438,0,4,Frequent Low Spenders
359,3.7130841428107537,0.6931471805599453,2,0,0.0,5.828945617610208,1,0,Dormant Customers
215,1.790091412127358,0.6931471805599453,1,0,0.0,5.828945617610208,1,0,Dormant Customers
162,1.790091412127358,0.6931471805599453,1,0,0.0,5.828945617610208,0,0,Dormant Customers
52,2.1138429683971687,0.6931471805599453,1,0,0.0,5.828945617610208,0,0,Dormant Customers
155,4.794632850933413,1.3862943611198906,3,0,68.0,0.2464004134777873,0,4,Frequent Low Spenders
64,1.790091412127358,0.6931471805599453,1,0,0.0,5.828945617610208,0,0,Dormant Customers
121,3.4317265866969784,0.6931471805599453,2,0,0.0,5.828945617610208,0,0,Dormant Customers
241,4.681760788149804,0.6931471805599453,3,0,0.0,5.828945617610208,1,0,Dormant Customers
877,8.389075688635796,1.0986122886681098,3,1,758.0,0.145823606729191,0,1,Loyal Customers
945,8.806961585983707,1.3862943611198906,5,1,418.0,0.23171911601642,0,1,Loyal Customers
955,8.808455845926376,1.3862943611198906,5,1,426.0,0.2165490855883769,0,1,Loyal Customers
864,8.385041418107757,1.0986122886681098,3,1,768.0,0.1177830356563834,0,1,Loyal Customers
666,8.856035830697657,1.3862943611198906,5,1,226.0,0.6639644138027853,1,1,Loyal Customers
880,8.769622109533676,1.3862943611198906,3,1,414.0,0.1183196603000654,0,1,Loyal Customers
876,9.0366153587917,1.3862943611198906,7,1,319.0,0.5555771914651928,1,1,Loyal Customers
951,8.684274198793908,1.0986122886681098,3,1,838.0,0.1264959620632336,0,1,Loyal Customers
971,8.686805999752178,1.0986122886681098,4,1,874.0,0.1052460926354619,0,1,Loyal Customers
960,8.806054068804391,1.3862943611198906,6,1,444.0,0.1502822030491984,0,1,Loyal Customers
653,8.09065663139428,1.0986122886681098,3,1,549.0,0.1734786877666309,0,1,Loyal Customers
93,2.1138429683971687,0.6931471805599453,1,0,0.0,5.828945617610208,0,0,Dormant Customers
44,4.059925635351641,0.6931471805599453,2,0,0.0,5.828945617610208,0,0,Dormant Customers
343,4.218919296803732,0.6931471805599453,3,0,0.0,5.828945617610208,1,0,Dormant Customers
136,5.074923783978618,1.0986122886681098,3,0,8.0,2.833213344056216,0,4,Frequent Low Spenders
208,5.05783689558055,1.0986122886681098,3,2,154.0,0.3005854772874292,0,4,Frequent Low Spenders
24,3.9114228253561136,0.6931471805599453,3,0,0.0,5.828945617610208,0,0,Dormant Customers
170,4.218919296803732,0.6931471805599453,3,0,0.0,5.828945617610208,0,0,Dormant Customers
184,5.102606572635066,1.0986122886681098,4,0,124.0,0.3946541920033183,0,4,Frequent Low Spenders
331,1.790091412127358,0.6931471805599453,1,0,0.0,5.828945617610208,1,0,Dormant Customers
861,8.385657520299803,1.0986122886681098,3,1,757.0,0.1287312509900741,0,1,Loyal Customers
650,8.854461182769226,1.3862943611198906,7,1,212.0,0.7233469204231017,1,1,Loyal Customers
640,8.883480785438028,1.3862943611198906,6,1,210.0,0.7166776779701162,1,1,Loyal Customers
943,8.685118281259621,1.0986122886681098,3,1,851.0,0.1026541540599858,0,1,Loyal Customers
965,8.691018759288928,1.0986122886681098,4,1,867.0,0.1070891245579166,0,1,Loyal Customers
952,8.678335373632246,1.0986122886681098,2,1,875.0,0.0843411484337508,0,1,Loyal Customers
879,8.385041418107757,1.0986122886681098,3,1,772.0,0.1298003476600231,0,1,Loyal Customers
644,8.030088163269701,1.0986122886681098,5,1,580.0,0.1046706225637022,0,1,Loyal Customers
858,8.389075688635796,1.0986122886681098,3,1,763.0,0.1173460682026766,0,1,Loyal Customers
658,8.00704816932171,1.0986122886681098,3,1,590.0,0.1090823944254304,0,1,Loyal Customers
344,5.099561503290658,1.0986122886681098,4,2,83.0,1.4218010495767974,1,4,Frequent Low Spenders
878,8.387469397820318,1.0986122886681098,4,1,787.0,0.109418345217628,0,1,Loyal Customers
852,8.385657520299803,1.0986122886681098,3,1,773.0,0.0973074782415639,0,1,Loyal Customers
640,8.09813207504141,1.0986122886681098,4,1,555.0,0.1425000626071502,0,1,Loyal Customers
836,8.379472464342927,1.0986122886681098,3,1,746.0,0.1139030128805938,0,1,Loyal Customers
274,4.941356667499488,1.0986122886681098,3,0,90.0,1.1133184360576591,1,4,Frequent Low Spenders
220,4.629472478511056,0.6931471805599453,3,2,0.0,5.828945617610208,1,0,Dormant Customers
281,5.496922293415092,1.0986122886681098,4,2,52.0,1.68711095075229,1,4,Frequent Low Spenders
128,3.7130841428107537,0.6931471805599453,2,0,0.0,5.828945617610208,0,0,Dormant Customers
233,5.107156861086878,1.0986122886681098,4,0,153.0,0.4206005321729604,0,4,Frequent Low Spenders
332,4.755743044467466,1.0986122886681098,3,2,153.0,0.7746970475236494,0,4,Frequent Low Spenders
238,3.7133281345162463,0.6931471805599453,1,0,0.0,5.828945617610208,1,0,Dormant Customers
317,3.635742355700808,0.6931471805599453,2,0,0.0,5.828945617610208,1,0,Dormant Customers
244,4.17392562489244,0.6931471805599453,2,0,0.0,5.828945617610208,1,0,Dormant Customers
615,8.114567049626935,1.0986122886681098,5,1,570.0,0.0759859069778732,0,1,Loyal Customers
352,4.8633719531173645,1.0986122886681098,3,2,26.0,2.605534637576575,1,4,Frequent Low Spenders
75,4.17392562489244,0.6931471805599453,2,0,0.0,5.828945617610208,0,0,Dormant Customers
50,4.17392562489244,0.6931471805599453,2,0,0.0,5.828945617610208,0,0,Dormant Customers
155,4.17392562489244,0.6931471805599453,2,0,0.0,5.828945617610208,0,0,Dormant Customers
630,7.997993435609488,1.0986122886681098,4,1,573.0,0.094834102670315,0,1,Loyal Customers
843,8.379472464342927,1.0986122886681098,3,1,775.0,0.0841039286477077,0,1,Loyal Customers
348,3.644666299437611,0.6931471805599453,1,0,0.0,5.828945617610208,1,0,Dormant Customers
318,3.433664571799657,0.6931471805599453,1,0,0.0,5.828945617610208,1,0,Dormant Customers
843,8.389075688635796,1.0986122886681098,3,1,777.0,0.0815266076341297,0,1,Loyal Customers
849,8.387936079596214,1.0986122886681098,4,1,787.0,0.0758309378932727,0,1,Loyal Customers
833,8.398916283825184,1.0986122886681098,4,1,753.0,0.1009684143667702,0,1,Loyal Customers
223,4.134366236571586,0.6931471805599453,3,2,0.0,5.828945617610208,1,0,Dormant Customers
166,3.7130841428107537,0.6931471805599453,2,0,0.0,5.828945617610208,0,0,Dormant Customers
844,8.404861768677577,1.0986122886681098,4,1,796.0,0.0585533087509248,0,1,Loyal Customers
289,4.343415735546226,0.6931471805599453,2,2,0.0,5.828945617610208,1,0,Dormant Customers
229,4.516011049668273,0.6931471805599453,3,0,0.0,5.828945617610208,1,0,Dormant Customers
826,9.029691016274338,1.3862943611198906,5,1,291.0,0.6070725717882922,1,1,Loyal Customers
946,8.685032044990791,1.0986122886681098,4,1,870.0,0.0837493574031748,0,1,Loyal Customers
959,8.68933645804294,1.0986122886681098,4,1,880.0,0.0859691674105187,0,1,Loyal Customers
962,8.806963082856367,1.3862943611198906,4,1,440.0,0.1689753148402923,0,1,Loyal Customers
811,8.389075688635796,1.0986122886681098,3,1,761.0,0.0636346962537011,0,1,Loyal Customers
233,4.406231323370699,0.6931471805599453,3,2,0.0,5.828945617610208,1,0,Dormant Customers
336,4.755743044467466,1.0986122886681098,3,0,173.0,0.663819565464958,0,4,Frequent Low Spenders
72,4.770260805853684,0.6931471805599453,4,2,0.0,5.828945617610208,0,0,Dormant Customers
805,8.392926180149598,1.0986122886681098,5,1,770.0,0.044451762570312,0,1,Loyal Customers
241,5.05783689558055,1.0986122886681098,3,0,7.0,3.5388867844353293,1,4,Frequent Low Spenders
341,5.0686525982435615,1.0986122886681098,3,2,203.0,0.5186764982417148,0,4,Frequent Low Spenders
148,4.4599131733309525,0.6931471805599453,2,0,0.0,5.828945617610208,0,0,Dormant Customers
326,4.614526280912116,0.6931471805599453,4,2,0.0,5.828945617610208,1,0,Dormant Customers
956,8.808605298630853,1.3862943611198906,5,1,446.0,0.1321290645303132,0,1,Loyal Customers
105,4.4599131733309525,0.6931471805599453,2,0,0.0,5.828945617610208,0,0,Dormant Customers
346,2.1138429683971687,0.6931471805599453,1,0,0.0,5.828945617610208,1,0,Dormant Customers
923,8.816641272113591,1.3862943611198906,6,1,422.0,0.1716007870486893,0,1,Loyal Customers
922,8.813820634472208,1.3862943611198906,5,1,426.0,0.152136580455307,0,1,Loyal Customers
627,7.918465794375471,1.0986122886681098,2,1,277.0,0.8169290344455009,1,1,Loyal Customers
302,4.059925635351641,0.6931471805599453,2,0,0.0,5.828945617610208,1,0,Dormant Customers
164,3.7130841428107537,0.6931471805599453,2,0,0.0,5.828945617610208,0,0,Dormant Customers
633,7.938621240332754,1.0986122886681098,6,1,294.0,0.7668906548051249,1,1,Loyal Customers
847,7.292737504472926,1.0986122886681098,2,1,709.0,0.1778451681191429,0,1,Loyal Customers
164,3.662792119350618,1.0986122886681098,2,0,107.0,0.4270375933617495,0,4,Frequent Low Spenders
183,4.303524406518924,1.0986122886681098,3,2,25.0,1.99061032797322,0,4,Frequent Low Spenders
507,8.232195034040007,1.0986122886681098,3,1,274.0,0.6153828972027618,1,1,Loyal Customers
13,3.7130841428107537,0.6931471805599453,2,0,0.0,5.828945617610208,0,0,Dormant Customers
342,4.488299234256676,1.0986122886681098,3,2,94.0,1.2915159547924844,1,4,Frequent Low Spenders
331,5.28811550406344,1.0986122886681098,3,0,244.0,0.304950150083728,0,4,Frequent Low Spenders
349,3.7198935076431057,1.0986122886681098,2,2,333.0,0.0469294322219374,0,4,Frequent Low Spenders
285,4.223323943478561,1.0986122886681098,2,0,67.0,1.4477965608775478,1,4,Frequent Low Spenders
924,8.695797849091084,1.0986122886681098,4,1,837.0,0.0988880011515302,0,1,Loyal Customers
154,3.504956615953008,0.6931471805599453,1,0,0.0,5.828945617610208,0,0,Dormant Customers
319,3.504956615953008,0.6931471805599453,1,0,0.0,5.828945617610208,1,0,Dormant Customers
112,4.262257252536892,0.6931471805599453,2,0,0.0,5.828945617610208,0,0,Dormant Customers
308,3.433664571799657,0.6931471805599453,1,0,0.0,5.828945617610208,1,0,Dormant Customers
355,3.4741380060638702,0.6931471805599453,1,0,0.0,5.828945617610208,1,0,Dormant Customers
200,6.733973157205652,0.6931471805599453,2,1,0.0,5.828945617610208,1,2,At Risk High Spenders
852,7.376857376970662,1.0986122886681098,5,1,759.0,0.1155847494329956,0,1,Loyal Customers
5,4.024637149797281,0.6931471805599453,3,0,0.0,5.828945617610208,0,0,Dormant Customers
365,4.465333240800292,0.6931471805599453,4,0,0.0,5.828945617610208,1,0,Dormant Customers
157,6.744612625597289,0.6931471805599453,3,2,0.0,5.828945617610208,0,2,At Risk High Spenders
246,4.290048397777529,0.6931471805599453,2,0,0.0,5.828945617610208,1,0,Dormant Customers
138,3.1346242724206097,0.6931471805599453,1,0,0.0,5.828945617610208,0,0,Dormant Customers
142,6.691438373010205,0.6931471805599453,2,0,0.0,5.828945617610208,0,2,At Risk High Spenders
133,6.733973157205652,0.6931471805599453,2,1,0.0,5.828945617610208,0,2,At Risk High Spenders
261,2.6347624053323777,0.6931471805599453,2,0,0.0,5.828945617610208,1,0,Dormant Customers
143,6.791749413223433,0.6931471805599453,3,1,0.0,5.828945617610208,0,2,At Risk High Spenders
282,4.839926052630467,0.6931471805599453,4,2,0.0,5.828945617610208,1,0,Dormant Customers
832,7.386506907659321,1.0986122886681098,5,1,733.0,0.1266867389340198,0,1,Loyal Customers
841,7.5069149146704195,1.0986122886681098,1,1,620.0,0.3048721819336443,1,1,Loyal Customers
818,7.525951624586978,1.0986122886681098,2,1,721.0,0.1262231993177307,0,1,Loyal Customers
804,7.525951624586978,1.0986122886681098,2,1,729.0,0.0979255371701142,0,1,Loyal Customers
820,7.51184072746487,1.0986122886681098,2,1,738.0,0.1053605156577262,0,1,Loyal Customers
793,7.541448695753785,1.0986122886681098,3,1,704.0,0.119044865476402,0,1,Loyal Customers
116,7.053136187963809,0.6931471805599453,2,0,0.0,5.828945617610208,0,2,At Risk High Spenders
309,6.29340079438729,0.6931471805599453,1,1,0.0,5.828945617610208,1,2,At Risk High Spenders
296,4.476768471183568,0.6931471805599453,3,0,0.0,5.828945617610208,1,0,Dormant Customers
799,7.549118623806164,1.0986122886681098,3,1,746.0,0.0686353455620407,0,1,Loyal Customers
113,3.1346242724206097,0.6931471805599453,1,0,0.0,5.828945617610208,0,0,Dormant Customers
228,3.1346242724206097,0.6931471805599453,1,0,0.0,5.828945617610208,1,0,Dormant Customers
807,7.312939147546168,1.0986122886681098,3,1,701.0,0.1408157812353525,0,1,Loyal Customers
807,7.292737504472926,1.0986122886681098,2,1,701.0,0.1408157812353525,0,1,Loyal Customers
116,6.733973157205652,0.6931471805599453,2,1,0.0,5.828945617610208,0,2,At Risk High Spenders
792,7.316267872120451,1.0986122886681098,3,1,676.0,0.1583683157713809,0,1,Loyal Customers
820,7.316267872120451,1.0986122886681098,3,1,709.0,0.1454488137259335,0,1,Loyal Customers
804,7.371217686004791,1.0986122886681098,4,1,702.0,0.1356658651530284,0,1,Loyal Customers
323,5.284573348755777,1.3862943611198906,5,0,101.0,0.7875568650309298,0,4,Frequent Low Spenders
57,3.760036648430265,0.6931471805599453,3,0,0.0,5.828945617610208,0,0,Dormant Customers
229,1.790091412127358,0.6931471805599453,1,0,0.0,5.828945617610208,1,0,Dormant Customers
108,6.733973157205652,0.6931471805599453,2,1,0.0,5.828945617610208,0,2,At Risk High Spenders
352,2.1138429683971687,0.6931471805599453,1,0,0.0,5.828945617610208,1,0,Dormant Customers
807,7.33926376178739,1.0986122886681098,3,1,688.0,0.1595348303365456,0,1,Loyal Customers
289,4.142499604109148,0.6931471805599453,3,0,0.0,5.828945617610208,1,0,Dormant Customers
197,6.150858599258232,1.3862943611198906,7,0,69.0,0.6100805818608279,0,4,Frequent Low Spenders
131,5.105884866003353,0.6931471805599453,2,0,0.0,5.828945617610208,0,0,Dormant Customers
156,5.249809662482993,1.3862943611198906,5,0,71.0,0.1799713794485422,0,4,Frequent Low Spenders
151,4.854215374824954,0.6931471805599453,2,0,0.0,5.828945617610208,0,0,Dormant Customers
282,3.7130841428107537,0.6931471805599453,2,0,0.0,5.828945617610208,1,0,Dormant Customers
338,1.790091412127358,0.6931471805599453,1,0,0.0,5.828945617610208,1,0,Dormant Customers
93,6.733973157205652,0.6931471805599453,2,1,0.0,5.828945617610208,0,2,At Risk High Spenders
101,6.767308602229893,0.6931471805599453,3,2,0.0,5.828945617610208,0,2,At Risk High Spenders
822,7.345086041065302,1.0986122886681098,4,1,715.0,0.1394578523618681,0,1,Loyal Customers
777,7.335997801004289,1.0986122886681098,4,1,675.0,0.1407276594950211,0,1,Loyal Customers
769,7.373730931811957,1.0986122886681098,4,1,673.0,0.133345639860171,0,1,Loyal Customers
780,7.33926376178739,1.0986122886681098,3,1,688.0,0.1255050817498014,0,1,Loyal Customers
350,3.3311325072138684,0.6931471805599453,2,0,0.0,5.828945617610208,1,0,Dormant Customers
204,4.181592022453,0.6931471805599453,3,0,0.0,5.828945617610208,1,0,Dormant Customers
177,2.6347624053323777,0.6931471805599453,2,0,0.0,5.828945617610208,0,0,Dormant Customers
273,2.1138429683971687,0.6931471805599453,1,0,0.0,5.828945617610208,1,0,Dormant Customers
284,1.790091412127358,0.6931471805599453,1,0,0.0,5.828945617610208,1,0,Dormant Customers
342,2.1138429683971687,0.6931471805599453,1,0,0.0,5.828945617610208,1,0,Dormant Customers
65,1.790091412127358,0.6931471805599453,1,0,0.0,5.828945617610208,0,0,Dormant Customers
93,2.7868613815265,0.6931471805599453,2,0,0.0,5.828945617610208,0,0,Dormant Customers
321,3.7130841428107537,0.6931471805599453,2,0,0.0,5.828945617610208,1,0,Dormant Customers
614,7.909325138367743,1.0986122886681098,2,1,309.0,0.6866536512492815,1,1,Loyal Customers
612,8.025944679323612,1.0986122886681098,4,1,292.0,0.739978480243613,1,1,Loyal Customers
805,8.340749525922945,1.0986122886681098,4,1,436.0,0.6132000340693352,1,1,Loyal Customers
913,8.81099201832434,1.3862943611198906,6,1,412.0,0.1955827517347396,0,1,Loyal Customers
925,8.802008157644233,1.3862943611198906,5,1,420.0,0.1843037179971537,0,1,Loyal Customers
633,7.909325138367743,1.0986122886681098,2,1,329.0,0.6544126713784347,1,1,Loyal Customers
610,8.851069561689895,1.3862943611198906,7,1,198.0,0.7327563186549524,1,1,Loyal Customers
169,4.604770105966751,0.6931471805599453,4,2,0.0,5.828945617610208,0,0,Dormant Customers
2,3.636532973741727,0.6931471805599453,2,0,0.0,5.828945617610208,0,0,Dormant Customers
79,5.189896617593616,1.0986122886681098,4,2,10.0,2.066862759472976,0,4,Frequent Low Spenders
324,3.4317265866969784,0.6931471805599453,2,0,0.0,5.828945617610208,1,0,Dormant Customers
166,4.57409223041723,0.6931471805599453,4,0,0.0,5.828945617610208,0,0,Dormant Customers
936,8.802956925032099,1.3862943611198906,5,1,428.0,0.1713582519962914,0,1,Loyal Customers
326,4.691072614988795,1.0986122886681098,3,0,204.0,0.4687773875223195,0,4,Frequent Low Spenders
803,9.032206036522496,1.3862943611198906,5,1,294.0,0.5488682492113774,1,1,Loyal Customers
804,9.032235910722244,1.3862943611198906,6,1,304.0,0.4975803970158101,1,1,Loyal Customers
929,8.834419988340569,1.3862943611198906,7,1,433.0,0.1358381987217682,0,1,Loyal Customers
210,1.790091412127358,0.6931471805599453,1,0,0.0,5.828945617610208,1,0,Dormant Customers
297,3.636532973741727,0.6931471805599453,2,0,0.0,5.828945617610208,1,0,Dormant Customers
578,8.020043622633086,1.0986122886681098,4,1,338.0,0.5365279731889885,1,1,Loyal Customers
820,8.357315476720114,1.0986122886681098,4,1,438.0,0.6270854298816063,1,1,Loyal Customers
595,7.930034429341871,1.0986122886681098,4,1,367.0,0.48319955749072,1,1,Loyal Customers
941,8.803811698482813,1.3862943611198906,5,1,429.0,0.174912671275527,0,1,Loyal Customers
593,7.932908487484677,1.0986122886681098,4,1,368.0,0.4771114608286326,1,1,Loyal Customers
925,8.824177766122515,1.3862943611198906,5,1,435.0,0.1190593600158147,0,1,Loyal Customers
930,8.811442154565224,1.3862943611198906,4,1,444.0,0.0903840614677258,0,1,Loyal Customers
798,8.331887185581323,1.0986122886681098,3,1,441.0,0.5930637220025153,1,1,Loyal Customers
796,8.331887185581323,1.0986122886681098,3,1,481.0,0.5037319157382261,1,1,Loyal Customers
322,5.3154694253656025,1.0986122886681098,4,0,10.0,3.471966452550362,1,4,Frequent Low Spenders
193,4.2759714333333765,0.6931471805599453,4,2,0.0,5.828945617610208,1,0,Dormant Customers
204,4.653674595047707,1.0986122886681098,2,0,39.0,1.6545583477145258,0,4,Frequent Low Spenders
811,8.33002953053471,1.0986122886681098,3,1,495.0,0.4937102915462109,1,1,Loyal Customers
606,7.940239339152797,1.0986122886681098,4,1,380.0,0.466708733348718,1,1,Loyal Customers
30,3.4170707308184456,0.6931471805599453,2,2,0.0,5.828945617610208,0,0,Dormant Customers
140,3.7130841428107537,0.6931471805599453,2,0,0.0,5.828945617610208,0,0,Dormant Customers
595,7.938988571736676,1.0986122886681098,4,1,355.0,0.5164436160701131,1,1,Loyal Customers
296,5.025655260852641,0.6931471805599453,2,0,0.0,5.828945617610208,1,0,Dormant Customers
5,4.17392562489244,0.6931471805599453,2,0,0.0,5.828945617610208,0,0,Dormant Customers
80,3.7130841428107537,0.6931471805599453,2,0,0.0,5.828945617610208,0,0,Dormant Customers
61,3.9114228253561136,0.6931471805599453,3,0,0.0,5.828945617610208,0,0,Dormant Customers
589,7.921108291199262,1.0986122886681098,3,1,400.0,0.3869616365436047,1,1,Loyal Customers
602,7.918465794375471,1.0986122886681098,2,1,412.0,0.3792340959588229,1,1,Loyal Customers
805,8.341703444573561,1.0986122886681098,4,1,557.0,0.3682770374909886,1,1,Loyal Customers
182,3.9114228253561136,0.6931471805599453,3,2,0.0,5.828945617610208,1,0,Dormant Customers
780,8.323428814560982,1.0986122886681098,2,1,511.0,0.4229243294794356,1,1,Loyal Customers
262,5.074923783978618,1.0986122886681098,3,0,200.0,0.2700271372130601,0,4,Frequent Low Spenders
239,3.7130841428107537,0.6931471805599453,2,0,0.0,5.828945617610208,1,0,Dormant Customers
48,4.059925635351641,0.6931471805599453,2,0,0.0,5.828945617610208,0,0,Dormant Customers
